content,qr_type,label
"BEGIN:VCARD
FN:Student 70
EMAIL:student70@university.edu.np
URL:https://university.edu.np/profile/70
END:VCARD",contact,0
https://khalti-refund.test/wallet-kyc/2326?session=66280,url,1
mailto:noreply@openai.com?subject=Meeting notes&body=Your delivery is scheduled for tomorrow afternoon.,email,0
"SMSTO:+977-9800000000:Congratulations, you won a cash prize. Claim reward immediately: http://esewa-bonus-claim.test/verify/5900",sms,1
SMSTO:+977-9824519890:Class starts tomorrow. Please bring your notebook.,sms,0
"BEGIN:VCARD
FN:Student 4
EMAIL:student4@university.edu.np
URL:https://university.edu.np/profile/4
END:VCARD",contact,0
http://account-verify-now.test/login-update/2906?session=75525,url,1
SMSTO:+977-9826979106:Your appointment is confirmed for Friday at 10:00 AM.,sms,0
mailto:support@wallet-kyc-alert.test?subject=Prize claim pending&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
mailto:support@khanacademy.org?subject=Password changed successfully&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
http://bit.ly/wallet-kyc798,url,1
SMSTO:WALLET:KYC expired. Confirm wallet PIN and OTP to continue: http://192.168.45.12/verify/5178,sms,1
mailto:support@github.com?subject=Project status summary&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
WIFI:T:WPA;S:CampusGuest114;P:StrongPass1142026;;,wifi,0
https://esewa-bonus-claim.test/wallet-kyc/2296?session=28634,url,1
https://city-services.example/status/1601,url,0
https://openai.com/help/1450,url,0
"BEGIN:VCARD
FN:Student 87
EMAIL:student87@university.edu.np
URL:https://university.edu.np/profile/87
END:VCARD",contact,0
mailto:billing@library.example?subject=Project status summary&body=Thank you for your payment. No further action is required.,email,0
WIFI:T:WPA;S:CampusGuest45;P:StrongPass452026;;,wifi,0
SMSTO:+977-9800000000:Security alert. Update password within 24 hours: http://khalti-refund.test/verify/5550,sms,1
http://account-verify-now.test/verify-account/2391?session=99922,url,1
https://wikipedia.org/docs/1803,url,0
"SMSTO:BANKALERT:Congratulations, you won a cash prize. Claim reward immediately: http://esewa-bonus-claim.test/verify/5525",sms,1
SMSTO:+977-9871786427:Your delivery is scheduled for tomorrow afternoon.,sms,0
http://khalti-refund.test/pay-fee/2535?session=99091,url,1
https://google-login.example.net/login-update/2358?session=30618,url,1
SMSTO:+977-9852806362:The invoice has been received and marked paid.,sms,0
WIFI:T:WPA;S:CampusGuest77;P:StrongPass772026;;,wifi,0
SMSTO:WALLET:KYC expired. Confirm wallet PIN and OTP to continue: http://account-verify-now.test/verify/5790,sms,1
mailto:support@google-login.example.net?subject=Prize claim pending&body=Security alert. Update password within 24 hours,email,1
WIFI:T:WPA;S:CampusGuest47;P:StrongPass472026;;,wifi,0
SMSTO:DELIVERY:Security alert. Update password within 24 hours: http://khalti-refund.test/verify/5966,sms,1
mailto:reward@paypal-security.example.ru?subject=Urgent account verification required&body=Refund failed. Enter card details to receive money,email,1
https://store-receipts.example/profile/1979,url,0
https://esewa-bonus-claim.test/verify-account/2102?session=50213,url,1
mailto:admin@hospital.org.np?subject=Monthly statement is available&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
http://khalti-refund.test/login-update/2568?session=99881,url,1
"BEGIN:VCARD
FN:Student 106
EMAIL:student106@university.edu.np
URL:https://university.edu.np/profile/106
END:VCARD",contact,0
https://openai.com/profile/1299,url,0
"BEGIN:VCARD
FN:Student 83
EMAIL:student83@university.edu.np
URL:https://university.edu.np/profile/83
END:VCARD",contact,0
mailto:billing@openai.com?subject=Meeting notes&body=The invoice has been received and marked paid.,email,0
SMSTO:+977-9864839596:Your delivery is scheduled for tomorrow afternoon.,sms,0
http://account-verify-now.test/verify-account/2464?session=32391,url,1
https://coursera.org/status/1513,url,0
SMSTO:+977-9800000000:Customs fee pending. Pay now to release your parcel: http://account-verify-now.test/verify/5193,sms,1
"BEGIN:VCARD
FN:Student 58
EMAIL:student58@university.edu.np
URL:https://university.edu.np/profile/58
END:VCARD",contact,0
SMSTO:+977-9813984125:The invoice has been received and marked paid.,sms,0
mailto:billing@nepalbank.com.np?subject=Monthly statement is available&body=Thank you for your payment. No further action is required.,email,0
https://company-intranet.example/status/1187,url,0
http://bit.ly/pay-fee532,url,1
mailto:verify@khalti-refund.test?subject=Refund failed: update card now&body=Refund failed. Enter card details to receive money,email,1
mailto:billing@hospital.org.np?subject=Course update&body=The invoice has been received and marked paid.,email,0
https://company-intranet.example/notice/1193,url,0
mailto:security@paypal-security.example.ru?subject=Refund failed: update card now&body=Customs fee pending. Pay now to release your parcel,email,1
mailto:support@hospital.org.np?subject=Monthly statement is available&body=Your delivery is scheduled for tomorrow afternoon.,email,0
http://np-prize-claim.test/wallet-kyc/2496?session=39878,url,1
mailto:noreply@wikipedia.org?subject=Library book reminder&body=Your OTP is 123456. Do not share it with anyone.,email,0
"BEGIN:VCARD
FN:Student 12
EMAIL:student12@university.edu.np
URL:https://university.edu.np/profile/12
END:VCARD",contact,0
https://company-intranet.example/profile/1858,url,0
SMSTO:WALLET:Refund failed. Enter card details to receive money: http://paypal-security.example.ru/verify/5772,sms,1
https://university.edu.np/docs/1514,url,0
"BEGIN:VCARD
FN:Student 91
EMAIL:student91@university.edu.np
URL:https://university.edu.np/profile/91
END:VCARD",contact,0
mailto:support@google-login.example.net?subject=Unusual login detected&body=Security alert. Update password within 24 hours,email,1
SMSTO:+977-9867062863:The invoice has been received and marked paid.,sms,0
SMSTO:BANKALERT:KYC expired. Confirm wallet PIN and OTP to continue: http://192.168.45.12/verify/5562,sms,1
WIFI:T:WPA;S:CampusGuest0;P:StrongPass02026;;,wifi,0
SMSTO:+977-9867930109:Thank you for your payment. No further action is required.,sms,0
mailto:billing@company-intranet.example?subject=Course update&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
mailto:admin@ird.gov.np?subject=Course update&body=Thank you for your payment. No further action is required.,email,0
WIFI:T:WPA;S:CampusGuest113;P:StrongPass1132026;;,wifi,0
http://bit.ly/verify-account455,url,1
SMSTO:BANKALERT:Refund failed. Enter card details to receive money: http://delivery-fee-pay.test/verify/5040,sms,1
SMSTO:DELIVERY:Customs fee pending. Pay now to release your parcel: http://delivery-fee-pay.test/verify/5513,sms,1
SMSTO:+977-9843715633:Your OTP is 123456. Do not share it with anyone.,sms,0
"mailto:security@np-prize-claim.test?subject=Urgent account verification required&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
https://nrb.org.np/notice/1028,url,0
SMSTO:WALLET:Customs fee pending. Pay now to release your parcel: http://192.168.45.12/verify/5698,sms,1
WIFI:T:WPA;S:CampusGuest16;P:StrongPass162026;;,wifi,0
mailto:reward@delivery-fee-pay.test?subject=Your wallet is blocked&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
http://10.8.4.22/login-update/2402?session=53456,url,1
http://10.8.4.22/claim-prize/2467?session=94130,url,1
"BEGIN:VCARD
FN:Student 112
EMAIL:student112@university.edu.np
URL:https://university.edu.np/profile/112
END:VCARD",contact,0
WIFI:T:WPA;S:CampusGuest59;P:StrongPass592026;;,wifi,0
"BEGIN:VCARD
FN:Student 61
EMAIL:student61@university.edu.np
URL:https://university.edu.np/profile/61
END:VCARD",contact,0
https://library.example/status/1695,url,0
"BEGIN:VCARD
FN:Student 54
EMAIL:student54@university.edu.np
URL:https://university.edu.np/profile/54
END:VCARD",contact,0
http://google-login.example.net/login-update/2164?session=12125,url,1
https://coursera.org/docs/1538,url,0
mailto:reward@khalti-refund.test?subject=Urgent account verification required&body=URGENT: your bank account is blocked. Verify login now,email,1
mailto:noreply@ird.gov.np?subject=Meeting notes&body=The invoice has been received and marked paid.,email,0
SMSTO:BANKALERT:URGENT: your bank account is blocked. Verify login now: http://np-prize-claim.test/verify/5508,sms,1
https://paypal-security.example.ru/claim-prize/2018?session=73300,url,1
mailto:support@wallet-kyc-alert.test?subject=Your wallet is blocked&body=Security alert. Update password within 24 hours,email,1
https://khalti-refund.test/verify-account/2440?session=84381,url,1
https://secure-login-check.test/login-update/2788?session=35525,url,1
WIFI:T:WPA;S:CampusGuest62;P:StrongPass622026;;,wifi,0
mailto:admin@khanacademy.org?subject=Library book reminder&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
"BEGIN:VCARD
FN:Student 66
EMAIL:student66@university.edu.np
URL:https://university.edu.np/profile/66
END:VCARD",contact,0
https://np-prize-claim.test/verify-account/2365?session=25650,url,1
https://city-services.example/receipt/1457,url,0
https://openai.com/receipt/1529,url,0
mailto:reward@bank-support-update.test?subject=Prize claim pending&body=Customs fee pending. Pay now to release your parcel,email,1
http://khalti-refund.test/login-update/2778?session=40116,url,1
"BEGIN:VCARD
FN:Student 31
EMAIL:student31@university.edu.np
URL:https://university.edu.np/profile/31
END:VCARD",contact,0
mailto:security@10.8.4.22?subject=Prize claim pending&body=URGENT: your bank account is blocked. Verify login now,email,1
https://city-services.example/course/1292,url,0
mailto:admin@docs.djangoproject.com?subject=Monthly statement is available&body=The invoice has been received and marked paid.,email,0
https://delivery-fee-pay.test/login-update/2131?session=34704,url,1
http://esewa-bonus-claim.test/verify-account/2782?session=29048,url,1
WIFI:T:WPA;S:CampusGuest24;P:StrongPass242026;;,wifi,0
mailto:support@esewa-bonus-claim.test?subject=Unusual login detected&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
SMSTO:+977-9813003845:Your delivery is scheduled for tomorrow afternoon.,sms,0
SMSTO:+977-9877973150:Your delivery is scheduled for tomorrow afternoon.,sms,0
mailto:support@store-receipts.example?subject=Password changed successfully&body=The invoice has been received and marked paid.,email,0
SMSTO:BANKALERT:Customs fee pending. Pay now to release your parcel: http://wallet-kyc-alert.test/verify/5968,sms,1
SMSTO:+977-9800000000:URGENT: your bank account is blocked. Verify login now: http://delivery-fee-pay.test/verify/5914,sms,1
https://paypal-security.example.ru/login-update/2613?session=54676,url,1
"SMSTO:DELIVERY:Congratulations, you won a cash prize. Claim reward immediately: http://192.168.45.12/verify/5173",sms,1
http://bank-support-update.test/pay-fee/2155?session=72835,url,1
SMSTO:DELIVERY:URGENT: your bank account is blocked. Verify login now: http://paypal-security.example.ru/verify/5468,sms,1
SMSTO:DELIVERY:Security alert. Update password within 24 hours: http://np-prize-claim.test/verify/5696,sms,1
https://paypal-security.example.ru/pay-fee/2664?session=22051,url,1
WIFI:T:WPA;S:CampusGuest67;P:StrongPass672026;;,wifi,0
https://bank-support-update.test/pay-fee/2423?session=57026,url,1
"BEGIN:VCARD
FN:Student 103
EMAIL:student103@university.edu.np
URL:https://university.edu.np/profile/103
END:VCARD",contact,0
WIFI:T:WPA;S:CampusGuest25;P:StrongPass252026;;,wifi,0
mailto:noreply@wikipedia.org?subject=Receipt for your recent purchase&body=Your delivery is scheduled for tomorrow afternoon.,email,0
"SMSTO:+977-9800000000:Congratulations, you won a cash prize. Claim reward immediately: http://10.8.4.22/verify/5282",sms,1
SMSTO:BANKALERT:Security alert. Update password within 24 hours: http://192.168.45.12/verify/5597,sms,1
https://city-services.example/status/1583,url,0
mailto:billing@docs.djangoproject.com?subject=Monthly statement is available&body=Your delivery is scheduled for tomorrow afternoon.,email,0
http://khalti-refund.test/pay-fee/2256?session=68926,url,1
SMSTO:+977-9872857546:Your delivery is scheduled for tomorrow afternoon.,sms,0
SMSTO:+977-9838805562:Thank you for your payment. No further action is required.,sms,0
https://city-services.example/docs/1477,url,0
https://university.edu.np/course/1408,url,0
https://university.edu.np/help/1886,url,0
"BEGIN:VCARD
FN:Student 90
EMAIL:student90@university.edu.np
URL:https://university.edu.np/profile/90
END:VCARD",contact,0
"mailto:security@esewa-bonus-claim.test?subject=Refund failed: update card now&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
"BEGIN:VCARD
FN:Student 81
EMAIL:student81@university.edu.np
URL:https://university.edu.np/profile/81
END:VCARD",contact,0
https://esewa-bonus-claim.test/verify-account/2934?session=83140,url,1
mailto:support@store-receipts.example?subject=Password changed successfully&body=The invoice has been received and marked paid.,email,0
mailto:support@secure-login-check.test?subject=Prize claim pending&body=Refund failed. Enter card details to receive money,email,1
mailto:support@delivery-fee-pay.test?subject=Refund failed: update card now&body=Security alert. Update password within 24 hours,email,1
SMSTO:+977-9810046077:Your OTP is 123456. Do not share it with anyone.,sms,0
https://esewa-bonus-claim.test/pay-fee/2129?session=79721,url,1
SMSTO:DELIVERY:Customs fee pending. Pay now to release your parcel: http://bank-support-update.test/verify/5289,sms,1
mailto:support@nrb.org.np?subject=Receipt for your recent purchase&body=Class starts tomorrow. Please bring your notebook.,email,0
mailto:noreply@library.example?subject=Password changed successfully&body=Class starts tomorrow. Please bring your notebook.,email,0
https://docs.djangoproject.com/notice/1707,url,0
mailto:reward@delivery-fee-pay.test?subject=Refund failed: update card now&body=Security alert. Update password within 24 hours,email,1
https://nepalbank.com.np/status/1729,url,0
mailto:billing@ird.gov.np?subject=Monthly statement is available&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
SMSTO:DELIVERY:URGENT: your bank account is blocked. Verify login now: http://google-login.example.net/verify/5925,sms,1
"SMSTO:WALLET:Congratulations, you won a cash prize. Claim reward immediately: http://secure-login-check.test/verify/5880",sms,1
"BEGIN:VCARD
FN:Student 69
EMAIL:student69@university.edu.np
URL:https://university.edu.np/profile/69
END:VCARD",contact,0
https://mozilla.org/docs/1600,url,0
"mailto:security@bank-support-update.test?subject=Unusual login detected&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
https://city-services.example/profile/1217,url,0
https://esewa-bonus-claim.test/wallet-kyc/2123?session=60132,url,1
WIFI:T:WPA;S:CampusGuest19;P:StrongPass192026;;,wifi,0
"BEGIN:VCARD
FN:Student 48
EMAIL:student48@university.edu.np
URL:https://university.edu.np/profile/48
END:VCARD",contact,0
https://192.168.45.12/wallet-kyc/2186?session=82443,url,1
SMSTO:+977-9840082312:Class starts tomorrow. Please bring your notebook.,sms,0
https://bank-support-update.test/verify-account/2727?session=58422,url,1
https://github.com/docs/1406,url,0
SMSTO:+977-9800000000:URGENT: your bank account is blocked. Verify login now: http://bank-support-update.test/verify/5716,sms,1
mailto:support@google-login.example.net?subject=Final warning: confirm your password&body=Security alert. Update password within 24 hours,email,1
https://khalti-refund.test/login-update/2855?session=20494,url,1
mailto:reward@192.168.45.12?subject=Your wallet is blocked&body=URGENT: your bank account is blocked. Verify login now,email,1
WIFI:T:WPA;S:CampusGuest70;P:StrongPass702026;;,wifi,0
SMSTO:+977-9800000000:URGENT: your bank account is blocked. Verify login now: http://delivery-fee-pay.test/verify/5783,sms,1
mailto:security@esewa-bonus-claim.test?subject=Refund failed: update card now&body=URGENT: your bank account is blocked. Verify login now,email,1
mailto:noreply@coursera.org?subject=Meeting notes&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
"BEGIN:VCARD
FN:Student 19
EMAIL:student19@university.edu.np
URL:https://university.edu.np/profile/19
END:VCARD",contact,0
mailto:support@mozilla.org?subject=Library book reminder&body=Your delivery is scheduled for tomorrow afternoon.,email,0
mailto:verify@192.168.45.12?subject=Urgent account verification required&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
https://docs.djangoproject.com/course/1243,url,0
SMSTO:+977-9828517985:Your delivery is scheduled for tomorrow afternoon.,sms,0
mailto:billing@city-services.example?subject=Meeting notes&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
SMSTO:+977-9865525803:Your OTP is 123456. Do not share it with anyone.,sms,0
"SMSTO:DELIVERY:Congratulations, you won a cash prize. Claim reward immediately: http://192.168.45.12/verify/5078",sms,1
SMSTO:+977-9875625144:Your OTP is 123456. Do not share it with anyone.,sms,0
SMSTO:DELIVERY:Security alert. Update password within 24 hours: http://google-login.example.net/verify/5065,sms,1
mailto:noreply@store-receipts.example?subject=Appointment reminder&body=Class starts tomorrow. Please bring your notebook.,email,0
http://bit.ly/wallet-kyc518,url,1
http://bank-support-update.test/pay-fee/2964?session=93084,url,1
https://coursera.org/course/1909,url,0
https://github.com/receipt/1153,url,0
WIFI:T:WPA;S:CampusGuest30;P:StrongPass302026;;,wifi,0
https://openai.com/profile/1731,url,0
WIFI:T:WPA;S:CampusGuest109;P:StrongPass1092026;;,wifi,0
WIFI:T:WPA;S:CampusGuest1;P:StrongPass12026;;,wifi,0
"BEGIN:VCARD
FN:Student 95
EMAIL:student95@university.edu.np
URL:https://university.edu.np/profile/95
END:VCARD",contact,0
https://bank-support-update.test/pay-fee/2810?session=33957,url,1
mailto:billing@company-intranet.example?subject=Receipt for your recent purchase&body=Your delivery is scheduled for tomorrow afternoon.,email,0
SMSTO:BANKALERT:Refund failed. Enter card details to receive money: http://np-prize-claim.test/verify/5416,sms,1
SMSTO:+977-9800000000:Customs fee pending. Pay now to release your parcel: http://delivery-fee-pay.test/verify/5545,sms,1
mailto:noreply@store-receipts.example?subject=Course update&body=Your delivery is scheduled for tomorrow afternoon.,email,0
mailto:billing@city-services.example?subject=Receipt for your recent purchase&body=The invoice has been received and marked paid.,email,0
http://esewa-bonus-claim.test/verify-account/2899?session=43202,url,1
SMSTO:+977-9810854347:The invoice has been received and marked paid.,sms,0
SMSTO:WALLET:KYC expired. Confirm wallet PIN and OTP to continue: http://10.8.4.22/verify/5957,sms,1
http://google-login.example.net/verify-account/2758?session=72373,url,1
mailto:admin@nepalbank.com.np?subject=Appointment reminder&body=Class starts tomorrow. Please bring your notebook.,email,0
SMSTO:BANKALERT:KYC expired. Confirm wallet PIN and OTP to continue: http://google-login.example.net/verify/5997,sms,1
https://university.edu.np/docs/1659,url,0
"BEGIN:VCARD
FN:Student 57
EMAIL:student57@university.edu.np
URL:https://university.edu.np/profile/57
END:VCARD",contact,0
mailto:reward@wallet-kyc-alert.test?subject=Urgent account verification required&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
https://np-prize-claim.test/pay-fee/2292?session=77425,url,1
https://city-services.example/help/1494,url,0
https://10.8.4.22/claim-prize/2223?session=95332,url,1
mailto:verify@192.168.45.12?subject=Urgent account verification required&body=Refund failed. Enter card details to receive money,email,1
WIFI:T:WPA;S:CampusGuest22;P:StrongPass222026;;,wifi,0
WIFI:T:WPA;S:CampusGuest21;P:StrongPass212026;;,wifi,0
https://10.8.4.22/pay-fee/2508?session=33276,url,1
"BEGIN:VCARD
FN:Student 23
EMAIL:student23@university.edu.np
URL:https://university.edu.np/profile/23
END:VCARD",contact,0
https://library.example/status/1336,url,0
"BEGIN:VCARD
FN:Student 84
EMAIL:student84@university.edu.np
URL:https://university.edu.np/profile/84
END:VCARD",contact,0
mailto:security@khalti-refund.test?subject=Urgent account verification required&body=URGENT: your bank account is blocked. Verify login now,email,1
"BEGIN:VCARD
FN:Student 80
EMAIL:student80@university.edu.np
URL:https://university.edu.np/profile/80
END:VCARD",contact,0
WIFI:T:WPA;S:CampusGuest89;P:StrongPass892026;;,wifi,0
WIFI:T:WPA;S:CampusGuest76;P:StrongPass762026;;,wifi,0
https://hospital.org.np/profile/1047,url,0
SMSTO:+977-9800000000:Security alert. Update password within 24 hours: http://esewa-bonus-claim.test/verify/5650,sms,1
SMSTO:BANKALERT:KYC expired. Confirm wallet PIN and OTP to continue: http://paypal-security.example.ru/verify/5942,sms,1
SMSTO:DELIVERY:URGENT: your bank account is blocked. Verify login now: http://10.8.4.22/verify/5400,sms,1
SMSTO:+977-9800000000:URGENT: your bank account is blocked. Verify login now: http://10.8.4.22/verify/5540,sms,1
"BEGIN:VCARD
FN:Student 108
EMAIL:student108@university.edu.np
URL:https://university.edu.np/profile/108
END:VCARD",contact,0
"SMSTO:+977-9800000000:Congratulations, you won a cash prize. Claim reward immediately: http://paypal-security.example.ru/verify/5798",sms,1
mailto:noreply@ird.gov.np?subject=Password changed successfully&body=Thank you for your payment. No further action is required.,email,0
"mailto:security@esewa-bonus-claim.test?subject=Refund failed: update card now&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
http://bit.ly/verify-account602,url,1
SMSTO:WALLET:URGENT: your bank account is blocked. Verify login now: http://delivery-fee-pay.test/verify/5875,sms,1
https://docs.djangoproject.com/notice/1232,url,0
WIFI:T:WPA;S:CampusGuest94;P:StrongPass942026;;,wifi,0
http://np-prize-claim.test/verify-account/2359?session=39937,url,1
mailto:support@nepalbank.com.np?subject=Project status summary&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
mailto:billing@library.example?subject=Course update&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
https://khalti-refund.test/verify-account/2566?session=68237,url,1
SMSTO:+977-9884188311:Your delivery is scheduled for tomorrow afternoon.,sms,0
"SMSTO:BANKALERT:Congratulations, you won a cash prize. Claim reward immediately: http://account-verify-now.test/verify/5527",sms,1
SMSTO:DELIVERY:KYC expired. Confirm wallet PIN and OTP to continue: http://khalti-refund.test/verify/5818,sms,1
mailto:admin@docs.djangoproject.com?subject=Monthly statement is available&body=Your OTP is 123456. Do not share it with anyone.,email,0
mailto:billing@hospital.org.np?subject=Library book reminder&body=Thank you for your payment. No further action is required.,email,0
https://ird.gov.np/profile/1273,url,0
https://bank-support-update.test/login-update/2953?session=12844,url,1
https://ird.gov.np/receipt/1520,url,0
mailto:billing@city-services.example?subject=Course update&body=The invoice has been received and marked paid.,email,0
https://nrb.org.np/help/1767,url,0
mailto:admin@wikipedia.org?subject=Project status summary&body=Class starts tomorrow. Please bring your notebook.,email,0
mailto:support@khalti-refund.test?subject=Your wallet is blocked&body=Customs fee pending. Pay now to release your parcel,email,1
https://paypal-security.example.ru/pay-fee/2051?session=83783,url,1
WIFI:T:WPA;S:CampusGuest14;P:StrongPass142026;;,wifi,0
https://docs.djangoproject.com/help/1131,url,0
SMSTO:+977-9811089156:Your appointment is confirmed for Friday at 10:00 AM.,sms,0
"BEGIN:VCARD
FN:Student 111
EMAIL:student111@university.edu.np
URL:https://university.edu.np/profile/111
END:VCARD",contact,0
https://wikipedia.org/receipt/1328,url,0
https://esewa-bonus-claim.test/pay-fee/2522?session=49121,url,1
https://mozilla.org/notice/1083,url,0
"BEGIN:VCARD
FN:Student 93
EMAIL:student93@university.edu.np
URL:https://university.edu.np/profile/93
END:VCARD",contact,0
https://nrb.org.np/notice/1997,url,0
http://10.8.4.22/claim-prize/2300?session=22208,url,1
mailto:support@hospital.org.np?subject=Course update&body=Thank you for your payment. No further action is required.,email,0
https://university.edu.np/docs/1878,url,0
http://np-prize-claim.test/login-update/2555?session=60272,url,1
mailto:reward@bank-support-update.test?subject=Prize claim pending&body=Customs fee pending. Pay now to release your parcel,email,1
"BEGIN:VCARD
FN:Student 109
EMAIL:student109@university.edu.np
URL:https://university.edu.np/profile/109
END:VCARD",contact,0
mailto:support@10.8.4.22?subject=Refund failed: update card now&body=Refund failed. Enter card details to receive money,email,1
https://delivery-fee-pay.test/verify-account/2096?session=97720,url,1
http://esewa-bonus-claim.test/pay-fee/2412?session=92674,url,1
SMSTO:+977-9800000000:Customs fee pending. Pay now to release your parcel: http://wallet-kyc-alert.test/verify/5498,sms,1
mailto:support@github.com?subject=Receipt for your recent purchase&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
SMSTO:+977-9831448964:Class starts tomorrow. Please bring your notebook.,sms,0
http://google-login.example.net/wallet-kyc/2324?session=21362,url,1
WIFI:T:WPA;S:CampusGuest43;P:StrongPass432026;;,wifi,0
http://bank-support-update.test/verify-account/2768?session=85757,url,1
"mailto:reward@bank-support-update.test?subject=Final warning: confirm your password&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
SMSTO:WALLET:Security alert. Update password within 24 hours: http://bank-support-update.test/verify/5950,sms,1
mailto:admin@nrb.org.np?subject=Library book reminder&body=Your delivery is scheduled for tomorrow afternoon.,email,0
mailto:security@delivery-fee-pay.test?subject=Prize claim pending&body=Security alert. Update password within 24 hours,email,1
WIFI:T:WPA;S:CampusGuest108;P:StrongPass1082026;;,wifi,0
https://khanacademy.org/status/1584,url,0
"mailto:reward@khalti-refund.test?subject=Unusual login detected&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
mailto:reward@delivery-fee-pay.test?subject=Unusual login detected&body=KYC expired. Confirm wallet PIN and OTP to continue,email,1
http://khalti-refund.test/login-update/2197?session=75639,url,1
"BEGIN:VCARD
FN:Student 117
EMAIL:student117@university.edu.np
URL:https://university.edu.np/profile/117
END:VCARD",contact,0
SMSTO:+977-9892362416:Class starts tomorrow. Please bring your notebook.,sms,0
mailto:verify@esewa-bonus-claim.test?subject=Prize claim pending&body=URGENT: your bank account is blocked. Verify login now,email,1
https://nepalbank.com.np/notice/1759,url,0
"SMSTO:DELIVERY:Congratulations, you won a cash prize. Claim reward immediately: http://np-prize-claim.test/verify/5205",sms,1
http://secure-login-check.test/wallet-kyc/2993?session=43483,url,1
mailto:admin@nepalbank.com.np?subject=Meeting notes&body=Class starts tomorrow. Please bring your notebook.,email,0
SMSTO:+977-9873768236:Thank you for your payment. No further action is required.,sms,0
SMSTO:+977-9873753876:Your appointment is confirmed for Friday at 10:00 AM.,sms,0
WIFI:T:WPA;S:CampusGuest11;P:StrongPass112026;;,wifi,0
SMSTO:+977-9832509513:Class starts tomorrow. Please bring your notebook.,sms,0
https://paypal-security.example.ru/login-update/2215?session=32216,url,1
mailto:support@10.8.4.22?subject=Final warning: confirm your password&body=Refund failed. Enter card details to receive money,email,1
https://khanacademy.org/status/1856,url,0
mailto:noreply@hospital.org.np?subject=Meeting notes&body=Your delivery is scheduled for tomorrow afternoon.,email,0
"mailto:verify@np-prize-claim.test?subject=Your wallet is blocked&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
SMSTO:DELIVERY:Security alert. Update password within 24 hours: http://account-verify-now.test/verify/5252,sms,1
https://nrb.org.np/notice/1598,url,0
SMSTO:+977-9890291375:Your OTP is 123456. Do not share it with anyone.,sms,0
SMSTO:+977-9843324269:Class starts tomorrow. Please bring your notebook.,sms,0
WIFI:T:WPA;S:CampusGuest87;P:StrongPass872026;;,wifi,0
SMSTO:WALLET:URGENT: your bank account is blocked. Verify login now: http://khalti-refund.test/verify/5014,sms,1
mailto:support@np-prize-claim.test?subject=Refund failed: update card now&body=Security alert. Update password within 24 hours,email,1
"BEGIN:VCARD
FN:Student 15
EMAIL:student15@university.edu.np
URL:https://university.edu.np/profile/15
END:VCARD",contact,0
SMSTO:+977-9846971875:The invoice has been received and marked paid.,sms,0
https://library.example/docs/1371,url,0
http://bit.ly/claim-prize609,url,1
mailto:billing@university.edu.np?subject=Password changed successfully&body=Your appointment is confirmed for Friday at 10:00 AM.,email,0
https://ird.gov.np/course/1319,url,0
mailto:support@wallet-kyc-alert.test?subject=Unusual login detected&body=Refund failed. Enter card details to receive money,email,1
"BEGIN:VCARD
FN:Student 24
EMAIL:student24@university.edu.np
URL:https://university.edu.np/profile/24
END:VCARD",contact,0
WIFI:T:WPA;S:CampusGuest82;P:StrongPass822026;;,wifi,0
WIFI:T:WPA;S:CampusGuest36;P:StrongPass362026;;,wifi,0
"BEGIN:VCARD
FN:Student 27
EMAIL:student27@university.edu.np
URL:https://university.edu.np/profile/27
END:VCARD",contact,0
SMSTO:+977-9857217126:Your OTP is 123456. Do not share it with anyone.,sms,0
https://company-intranet.example/docs/1762,url,0
"mailto:reward@bank-support-update.test?subject=Unusual login detected&body=Congratulations, you won a cash prize. Claim reward immediately",email,1
http://account-verify-now.test/login-update/2839?session=38241,url,1
SMSTO:+977-9861040801:Class starts tomorrow. Please bring your notebook.,sms,0
mailto:billing@university.edu.np?subject=Course update&body=Thank you for your payment. No further action is required.,email,0
mailto:billing@github.com?subject=Password changed successfully&body=Class starts tomorrow. Please bring your notebook.,email,0
http://paypal-security.example.ru/claim-prize/2426?session=74282,url,1
http://bit.ly/wallet-kyc616,url,1
https://github.com/profile/1101,url,0
SMSTO:+977-9832026463:Thank you for your payment. No further action is required.,sms,0
